# https://github.com/mozillazg/pinyin-data
# 《通用规范汉字表》(2013 年版)里 8105 个汉字的最常用读音
# -> 表示需要验证
# ? 表示有争议，无法确定哪个是最常用的
# <- 表示需要补充拼音信息
# URO (7,832)
U+4E00: yī  # 一
U+7A74: xué  # 穴
U+7A76: jiū  # 究
U+7A77: qióng  # 穷
U+7A78: xī  # 穸
U+7A79: qióng  # 穹
U+7A7A: kōng  # 空
U+7A7F: chuān  # 穿
U+7A80: zhūn  # 窀
U+7A81: tū  # 突
U+7A83: qiè  # 窃
U+7A84: zhǎi  # 窄
U+7A85: yǎo  # 窅
U+7A88: yǎo  # 窈
U+7A8A: wā  # 窊
U+7A8D: qiào  # 窍
U+7A8E: diào  # 窎
U+7A91: yáo  # 窑
U+7A92: zhì  # 窒
U+7A95: tiǎo  # 窕
U+7A96: jiào  # 窖
U+7A97: chuāng  # 窗
U+7A98: jiǒng  # 窘
U+7A9C: cuàn  # 窜
U+7A9D: wō  # 窝
U+7A9F: kū  # 窟
U+7AA0: kē  # 窠
U+7AA3: sū  # 窣
U+7AA5: kuī  # 窥
U+7AA6: dòu  # 窦
U+7AA8: xūn  # 窨 -> yìn
U+7AAC: yú  # 窬
U+7AAD: jù  # 窭
U+7AB3: yǔ  # 窳
U+7AB8: xī  # 窸
U+7ABF: lóng  # 窿
U+7ACB: lì  # 立
U+7AD1: hóng  # 竑
U+7AD6: shù  # 竖
U+7AD8: qǔ  # 竘
U+7AD9: zhàn  # 站
U+7ADE: jìng  # 竞
U+7ADF: jìng  # 竟
U+7AE0: zhāng  # 章
U+7AE3: jùn  # 竣
U+7AE5: tóng  # 童
U+7AE6: sǒng  # 竦
U+7AEB: jìng  # 竫
U+7AED: jié  # 竭
U+7AEF: duān  # 端
U+7AF9: zhú  # 竹
U+7AFA: zhú  # 竺
U+7AFD: yú  # 竽
U+7AFF: gān  # 竿
U+7B03: dǔ  # 笃
U+7B04: jī  # 笄
U+7B06: bā  # 笆
U+7B08: jí  # 笈
U+7B0A: zhào  # 笊
U+7B0B: sǔn  # 笋
U+7B0F: hù  # 笏
U+7B11: xiào  # 笑
U+7B14: bǐ  # 笔
U+7B15: jiǎn  # 笕
U+7B19: shēng  # 笙
U+7B1B: dí  # 笛
U+7B1E: chī  # 笞
U+7B20: lì  # 笠
U+7B24: tiáo  # 笤
U+7B25: sì  # 笥
U+7B26: fú  # 符
U+7B28: bèn  # 笨
U+7B2A: dá  # 笪
U+7B2B: zǐ  # 笫
U+7B2C: dì  # 第
U+7B2E: zé  # 笮 -> zuó
U+7B2F: nú  # 笯
U+7B31: gǒu  # 笱
U+7B33: jiā  # 笳
U+7B38: pǒ  # 笸
U+7B3A: jiān  # 笺
U+7B3C: lóng  # 笼
U+7B3E: biān  # 笾
U+7B40: guì  # 筀
U+7B45: xiǎn  # 筅
U+7B47: qióng  # 筇
U+7B49: děng  # 等
U+7B4B: jīn  # 筋
U+7B4C: quán  # 筌
U+7B4F: fá  # 筏
U+7B50: kuāng  # 筐
U+7B51: zhù  # 筑
U+7B52: tǒng  # 筒
U+7B54: dá  # 答
U+7B56: cè  # 策
U+7B58: kòu  # 筘
U+7B5A: bì  # 筚
U+7B5B: shāi  # 筛
U+7B5C: dāng  # 筜
U+7B5D: zhēng  # 筝
U+7B60: yún  # 筠
U+7B62: pá  # 筢
U+7B64: láng  # 筤
U+7B65: jǔ  # 筥
U+7B66: guǎn  # 筦
U+7B6E: shì  # 筮
U+7B71: xiǎo  # 筱
U+7B72: shāo  # 筲
U+7B75: yán  # 筵
U+7B76: gào  # 筶
U+7B77: kuài  # 筷
U+7B79: chóu  # 筹
U+7B7B: gàng  # 筻
U+7B7C: yún  # 筼
U+7B7E: qiān  # 签
U+7B80: jiǎn  # 简
U+7B85: bì  # 箅
U+7B8D: gū  # 箍
U+7B90: qìng  # 箐
U+7B93: lù  # 箓
U+7B94: bó  # 箔
U+7B95: jī  # 箕
U+7B96: lín  # 箖
U+7B97: suàn  # 算
U+7B9C: kōng  # 箜
U+7BA1: guǎn  # 管
U+7BA2: yuān  # 箢 -> wǎn
U+7BA6: zé  # 箦
U+7BA7: qiè  # 箧
U+7BA8: tuò  # 箨
U+7BA9: luó  # 箩
U+7BAA: dān  # 箪
U+7BAB: xiāo  # 箫
U+7BAC: ruò  # 箬
U+7BAD: jiàn  # 箭
U+7BB1: xiāng  # 箱
U+7BB4: zhēn  # 箴
U+7BB8: zhù  # 箸
U+7BC1: huáng  # 篁
U+7BC6: zhuàn  # 篆
U+7BC7: piān  # 篇
U+7BCC: hóu  # 篌
U+7BD1: kuì  # 篑
U+7BD3: lǒu  # 篓
U+7BD9: gāo  # 篙
U+7BDA: fěi  # 篚
U+7BDD: gōu  # 篝
U+7BE1: cuàn  # 篡
U+7BE5: lì  # 篥
U+7BE6: bì  # 篦
U+7BEA: chí  # 篪
U+7BEE: lán  # 篮
U+7BEF: jiān  # 篯 -> jiǎn
U+7BF1: lí  # 篱
U+7BF7: péng  # 篷
U+7BFC: dōu  # 篼
U+7BFE: miè  # 篾
U+7C03: yí  # 簃
U+7C07: cù  # 簇
U+7C09: zào  # 簉
U+7C0B: guǐ  # 簋
U+7C0C: sù  # 簌
U+7C0F: lù  # 簏
U+7C15: lè  # 簕
U+7C16: duàn  # 簖
U+7C1D: liáo  # 簝
U+7C1F: diàn  # 簟
U+7C20: fǔ  # 簠
U+7C27: huáng  # 簧
U+7C2A: zān  # 簪
U+7C30: pái  # 簰
U+7C38: bǒ  # 簸 -> bò
U+7C3F: bù  # 簿
U+7C40: zhòu  # 籀
U+7C41: lài  # 籁
U+7C4D: jí  # 籍
U+7C65: yuè  # 籥
U+7C73: mǐ  # 米
U+7C74: dí  # 籴
U+7C7B: lèi  # 类
U+7C7C: xiān  # 籼
U+7C7D: zǐ  # 籽
U+7C89: fěn  # 粉
U+7C91: bā  # 粑
U+7C92: lì  # 粒
U+7C95: pò  # 粕
U+7C97: cū  # 粗
U+7C98: zhān  # 粘 -> nián
U+7C9C: tiào  # 粜
U+7C9D: lì  # 粝
U+7C9E: xī  # 粞
U+7C9F: sù  # 粟
U+7CA2: zī  # 粢
U+7CA4: yuè  # 粤
U+7CA5: zhōu  # 粥
U+7CAA: fèn  # 粪
U+7CAE: liáng  # 粮
U+7CB1: liáng  # 粱
U+7CB2: càn  # 粲
U+7CB3: jīng  # 粳
U+7CB9: cuì  # 粹
U+7CBC: lín  # 粼
U+7CBD: zòng  # 粽
U+7CBE: jīng  # 精
U+7CBF: guǒ  # 粿
U+7CC1: sǎn  # 糁
U+7CC5: róu  # 糅
U+7CC7: hóu  # 糇
U+7CC8: xǔ  # 糈
U+7CCA: hú  # 糊 -> hū
U+7CCC: zān  # 糌
U+7CCD: cí  # 糍
U+7CD2: bèi  # 糒
U+7CD5: gāo  # 糕
U+7CD6: táng  # 糖
U+7CD7: qiǔ  # 糗
U+7CD9: cāo  # 糙
U+7CDC: mí  # 糜
U+7CDF: zāo  # 糟
U+7CE0: kāng  # 糠
U+7CE8: jiàng  # 糨
U+7CEF: nuò  # 糯
U+7CF5: niè  # 糵
U+7CFB: xì  # 系
U+7D0A: wěn  # 紊
U+7D20: sù  # 素
U+7D22: suǒ  # 索
U+7D27: jǐn  # 紧
U+7D2B: zǐ  # 紫
U+7D2F: lèi  # 累 -> léi
U+7D5C: jié  # 絜 -> xié
U+7D6E: xù  # 絮
U+7D77: zhí  # 絷
U+7DA6: qí  # 綦
U+7DAE: qǐ  # 綮 -> qìng
U+7E20: hú  # 縠
U+7E22: téng  # 縢
U+7E3B: mí  # 縻
U+7E41: fán  # 繁
U+7E44: yī  # 繄
U+7E47: yáo  # 繇
U+7E82: zuǎn  # 纂
U+7E9B: dào  # 纛
U+7EA0: jiū  # 纠
U+7EA1: yū  # 纡
U+7EA2: hóng  # 红
U+7EA3: zhòu  # 纣
U+7EA4: xiān  # 纤
U+7EA5: gē  # 纥 -> hé
U+7EA6: yuē  # 约
U+7EA7: jí  # 级
U+7EA8: wán  # 纨
U+7EA9: kuàng  # 纩
U+7EAA: jì  # 纪
U+7EAB: rèn  # 纫
U+7EAC: wěi  # 纬
U+7EAD: yún  # 纭
U+7EAE: hóng  # 纮
U+7EAF: chún  # 纯
U+7EB0: pī  # 纰
U+7EB1: shā  # 纱
U+7EB2: gāng  # 纲
U+7EB3: nà  # 纳
U+7EB4: rèn  # 纴
U+7EB5: zòng  # 纵
U+7EB6: lún  # 纶
U+7EB7: fēn  # 纷
U+7EB8: zhǐ  # 纸
U+7EB9: wén  # 纹
U+7EBA: fǎng  # 纺
U+7EBB: zhù  # 纻
U+7EBC: zhèn  # 纼
U+7EBD: niǔ  # 纽
U+7EBE: shū  # 纾
U+7EBF: xiàn  # 线
U+7EC0: gàn  # 绀
U+7EC1: xiè  # 绁
U+7EC2: fú  # 绂
U+7EC3: liàn  # 练
U+7EC4: zǔ  # 组
U+7EC5: shēn  # 绅
U+7EC6: xì  # 细
U+7EC7: zhī  # 织
U+7EC8: zhōng  # 终
U+7EC9: zhòu  # 绉
U+7ECA: bàn  # 绊
U+7ECB: fú  # 绋
U+7ECC: chù  # 绌
U+7ECD: shào  # 绍
U+7ECE: yì  # 绎
U+7ECF: jīng  # 经
U+7ED0: dài  # 绐
U+7ED1: bǎng  # 绑
U+7ED2: róng  # 绒
U+7ED3: jié  # 结
U+7ED4: kù  # 绔
U+7ED5: rào  # 绕
U+7ED6: dié  # 绖
U+7ED7: háng  # 绗
U+7ED8: huì  # 绘
U+7ED9: gěi  # 给
U+7EDA: xuàn  # 绚
U+7EDB: jiàng  # 绛
U+7EDC: luò  # 络
U+7EDD: jué  # 绝
U+7EDE: jiǎo  # 绞
U+7EDF: tǒng  # 统
U+7EE0: gěng  # 绠
U+7EE1: xiāo  # 绡
U+7EE2: juàn  # 绢
U+7EE3: xiù  # 绣
U+7EE4: xì  # 绤
U+7EE5: suí  # 绥
U+7EE6: tāo  # 绦
U+7EE7: jì  # 继
U+7EE8: tí  # 绨
U+7EE9: jì  # 绩
U+7EEA: xù  # 绪
U+7EEB: líng  # 绫
U+7EED: xù  # 续
U+7EEE: qǐ  # 绮
U+7EEF: fēi  # 绯
U+7EF0: chuò  # 绰
U+7EF1: shàng  # 绱
U+7EF2: gǔn  # 绲
U+7EF3: shéng  # 绳
U+7EF4: wéi  # 维
U+7EF5: mián  # 绵
U+7EF6: shòu  # 绶
U+7EF7: bēng  # 绷
U+7EF8: chóu  # 绸
U+7EF9: táo  # 绹
U+7EFA: liǔ  # 绺
U+7EFB: quǎn  # 绻
U+7EFC: zōng  # 综
U+7EFD: zhàn  # 绽
U+7EFE: wǎn  # 绾
U+7EFF: lǜ  # 绿
U+7F00: zhuì  # 缀
U+7F01: zī  # 缁
U+7F02: kè  # 缂
U+7F03: xiāng  # 缃
U+7F04: jiān  # 缄
U+7F05: miǎn  # 缅
U+7F06: lǎn  # 缆
U+7F07: tí  # 缇
U+7F08: miǎo  # 缈
U+7F09: jī  # 缉
U+7F0A: yūn  # 缊 -> yùn
U+7F0C: sī  # 缌
U+7F0E: duàn  # 缎
U+7F10: xiàn  # 缐
U+7F11: gōu  # 缑
U+7F12: zhuì  # 缒
U+7F13: huǎn  # 缓
U+7F14: dì  # 缔
U+7F15: lǚ  # 缕
U+7F16: biān  # 编
U+7F17: mín  # 缗
U+7F18: yuán  # 缘
U+7F19: jìn  # 缙
U+7F1A: fù  # 缚
U+7F1B: rù  # 缛
U+7F1C: zhěn  # 缜
U+7F1D: fèng  # 缝 -> féng
U+7F1E: cuī  # 缞
U+7F1F: gǎo  # 缟
U+7F20: chán  # 缠
U+7F21: lí  # 缡
U+7F22: yì  # 缢
U+7F23: jiān  # 缣
U+7F24: bīn  # 缤
U+7F25: piāo  # 缥 -> piǎo
U+7F26: màn  # 缦
U+7F27: léi  # 缧
U+7F28: yīng  # 缨
U+7F29: suō  # 缩
U+7F2A: móu  # 缪
U+7F2B: sāo  # 缫
U+7F2C: xié  # 缬
U+7F2D: liáo  # 缭
U+7F2E: shàn  # 缮
U+7F2F: zēng  # 缯
U+7F30: jiāng  # 缰
U+7F31: qiǎn  # 缱
U+7F32: qiāo  # 缲
U+7F33: huán  # 缳
U+7F34: jiǎo  # 缴
U+7F35: zuǎn  # 缵
U+7F36: fǒu  # 缶
U+7F38: gāng  # 缸
U+7F3A: quē  # 缺
U+7F42: yīng  # 罂
U+7F44: qìng  # 罄
U+7F45: xià  # 罅
U+7F4D: léi  # 罍
U+7F50: guàn  # 罐
U+7F51: wǎng  # 网
U+7F54: wǎng  # 罔
U+7F55: hǎn  # 罕
U+7F57: luó  # 罗
U+7F58: fú  # 罘
U+7F5A: fá  # 罚
U+7F5F: gǔ  # 罟
U+7F61: gāng  # 罡
U+7F62: bà  # 罢
U+7F68: yǎn  # 罨
U+7F69: zhào  # 罩
U+7F6A: zuì  # 罪
U+7F6E: zhì  # 置
U+7F71: lǎn  # 罱
U+7F72: shǔ  # 署
U+7F74: pí  # 罴
U+7F76: liǔ  # 罶
U+7F79: lí  # 罹
U+7F7D: jì  # 罽
U+7F7E: zēng  # 罾
U+7F81: jī  # 羁
U+7F8A: yáng  # 羊
U+7F8C: qiāng  # 羌
U+7F8E: měi  # 美
U+7F91: yǒu  # 羑
U+7F93: bā  # 羓
U+7F94: gāo  # 羔
U+7F95: yàng  # 羕
U+7F96: gǔ  # 羖
U+7F9A: líng  # 羚
U+7F9D: dī  # 羝
U+7F9E: xiū  # 羞
U+7F9F: qiǎng  # 羟
U+7FA1: xiàn  # 羡
U+7FA4: qún  # 群
U+7FA7: suō  # 羧
U+7FAF: jié  # 羯
U+7FB0: tāng  # 羰
U+7FB1: yuán  # 羱
U+7FB2: xī  # 羲
U+7FB8: léi  # 羸
U+7FB9: gēng  # 羹
U+7FBC: chàn  # 羼
U+7FBD: yǔ  # 羽
U+7FBF: yì  # 羿
U+7FC0: chōng  # 翀
U+7FC1: wēng  # 翁
U+7FC2: fēn  # 翂
U+7FC3: hóng  # 翃
U+7FC5: chì  # 翅
U+7FC8: xiá  # 翈
U+7FCA: yì  # 翊
U+7FCC: yì  # 翌
U+7FCE: líng  # 翎
U+7FD4: xiáng  # 翔
U+7FD5: xī  # 翕
U+7FD8: qiào  # 翘 -> qiáo
U+7FD9: huì  # 翙
U+7FDA: huī  # 翚
U+7FDB: xiāo  # 翛
U+7FDF: dí  # 翟
U+7FE0: cuì  # 翠
U+7FE1: fěi  # 翡
U+7FE5: zhù  # 翥
U+7FE6: jiǎn  # 翦
U+7FE9: piān  # 翩
U+7FEE: hé  # 翮
U+7FEF: hè  # 翯
U+7FF0: hàn  # 翰
U+7FF1: áo  # 翱
U+7FF3: yì  # 翳
U+7FF7: lín  # 翷
U+7FFB: fān  # 翻
U+7FFC: yì  # 翼
U+7FFE: xuān  # 翾
U+8000: yào  # 耀
U+8001: lǎo  # 老
U+8003: kǎo  # 考
U+8004: mào  # 耄
U+8005: zhě  # 者
U+8006: qí  # 耆
U+8007: gǒu  # 耇
U+800B: dié  # 耋
U+800C: ér  # 而
U+800D: shuǎ  # 耍
U+800F: nài  # 耏 -> ér
U+8010: nài  # 耐
U+8011: duān  # 耑
U+8012: lěi  # 耒
U+8014: zǐ  # 耔
U+8015: gēng  # 耕
U+8016: chào  # 耖
U+8017: hào  # 耗
U+8018: yún  # 耘
U+8019: bà  # 耙
U+801C: sì  # 耜
U+8020: huō  # 耠
U+8022: lào  # 耢
U+8024: jí  # 耤
U+8025: tāng  # 耥 -> tǎng
U+8026: ǒu  # 耦
U+8027: lóu  # 耧
U+8028: nòu  # 耨
U+8029: jiǎng  # 耩
U+802A: pǎng  # 耪
U+8030: yōu  # 耰
U+8031: mò  # 耱
U+8033: ěr  # 耳
U+8035: dīng  # 耵
U+8036: yé  # 耶
U+8037: dā  # 耷
U+8038: sǒng  # 耸
U+803B: chǐ  # 耻
U+803D: dān  # 耽
U+803F: gěng  # 耿
U+8042: niè  # 聂
U+8043: dān  # 聃
U+8046: líng  # 聆
U+804A: liáo  # 聊
U+804B: lóng  # 聋
U+804C: zhí  # 职
U+804D: níng  # 聍
U+8052: guā  # 聒 -> guō
U+8054: lián  # 联
U+8058: pìn  # 聘
U+805A: jù  # 聚
U+8069: kuì  # 聩
U+806A: cōng  # 聪
U+8071: áo  # 聱
U+807F: yù  # 聿
U+8083: sù  # 肃
U+8084: yì  # 肄
U+8086: sì  # 肆
U+8087: zhào  # 肇
U+8089: ròu  # 肉
U+808B: lē  # 肋 -> lèi
U+808C: jī  # 肌
U+8093: huāng  # 肓
U+8096: xiào  # 肖 -> xiāo
U+8098: zhǒu  # 肘
U+809A: dù  # 肚
U+809B: gāng  # 肛
U+809D: gān  # 肝
U+809F: wò  # 肟
U+80A0: cháng  # 肠
U+80A1: gǔ  # 股
U+80A2: zhī  # 肢
U+80A4: fū  # 肤
U+80A5: féi  # 肥
U+80A9: jiān  # 肩
U+80AA: fáng  # 肪
U+80AB: zhūn  # 肫
U+80AD: nà  # 肭
U+80AE: āng  # 肮
U+80AF: kěn  # 肯
U+80B1: gōng  # 肱
U+80B2: yù  # 育
U+80B4: yáo  # 肴
U+80B7: qiǎn  # 肷
U+80B8: xī  # 肸
U+80BA: fèi  # 肺
U+80BC: jǐng  # 肼
U+80BD: tài  # 肽
U+80BE: shèn  # 肾
U+80BF: zhǒng  # 肿
U+80C0: zhàng  # 胀
U+80C1: xié  # 胁
U+80C2: shèn  # 胂
U+80C3: wèi  # 胃
U+80C4: zhòu  # 胄
U+80C6: dǎn  # 胆
U+80C8: bá  # 胈
U+80CC: bèi  # 背
U+80CD: guā  # 胍
U+80CE: tāi  # 胎
U+80D6: pàng  # 胖
U+80D7: zhēn  # 胗
U+80D9: zuò  # 胙
U+80DA: pēi  # 胚
U+80DB: jiǎ  # 胛
U+80DC: shèng  # 胜
U+80DD: zhī  # 胝
U+80DE: bāo  # 胞
U+80E0: qū  # 胠
U+80E1: hú  # 胡
U+80E3: chǐ  # 胣
U+80E4: yìn  # 胤
U+80E5: xū  # 胥
U+80E7: lóng  # 胧
U+80E8: dòng  # 胨
U+80E9: kǎ  # 胩
U+80EA: lú  # 胪
U+80EB: jìng  # 胫
U+80EC: nǔ  # 胬
U+80ED: yān  # 胭
U+80EF: kuà  # 胯
U+80F0: yí  # 胰
U+80F1: guāng  # 胱
U+80F2: hǎi  # 胲
U+80F3: gē  # 胳
U+80F4: dòng  # 胴
U+80F6: jiāo  # 胶
U+80F8: xiōng  # 胸
U+80FA: àn  # 胺
U+80FC: pián  # 胼
U+80FD: néng  # 能
U+8102: zhī  # 脂
U+8106: cuì  # 脆
U+8109: mài  # 脉
U+810A: jí  # 脊 -> jǐ
U+810D: kuài  # 脍
U+810E: sà  # 脎
U+810F: zàng  # 脏
U+8110: qí  # 脐
U+8111: nǎo  # 脑
U+8112: mǐ  # 脒
U+8113: nóng  # 脓
U+8114: luán  # 脔
U+8116: bó  # 脖
U+8118: wǎn  # 脘
U+811A: jiǎo  # 脚
U+811E: cuǒ  # 脞
U+811F: liè  # 脟
U+8129: xiū  # 脩
U+812C: pāo  # 脬
U+812F: pú  # 脯 -> fǔ
U+8131: tuō  # 脱
U+8132: niào  # 脲
U+8136: luó  # 脶
U+8138: liǎn  # 脸
U+813E: pí  # 脾
U+813F: biāo  # 脿
U+8146: tiǎn  # 腆
U+8148: jīng  # 腈
U+814A: là  # 腊
U+814B: yè  # 腋
U+814C: yān  # 腌 -> ā
U+8150: fǔ  # 腐
U+8151: fǔ  # 腑
U+8152: jū  # 腒
U+8153: féi  # 腓
U+8154: qiāng  # 腔
U+8155: wàn  # 腕
U+8158: guó  # 腘
U+8159: zōng  # 腙
U+815A: dìng  # 腚
U+8160: còu  # 腠
U+8165: xīng  # 腥
U+8167: shù  # 腧
U+8168: shuàn  # 腨
U+8169: nǎn  # 腩
U+816D: è  # 腭
U+816E: sāi  # 腮
U+816F: tú  # 腯
U+8170: yāo  # 腰
U+8171: jiàn  # 腱
U+8174: yú  # 腴
U+8179: fù  # 腹
U+817A: xiàn  # 腺
U+817B: nì  # 腻
U+817C: miǎn  # 腼
U+817D: wà  # 腽
U+817E: téng  # 腾
U+817F: tuǐ  # 腿
U+8180: bǎng  # 膀
U+8182: lǚ  # 膂
U+8188: gé  # 膈
U+818A: bó  # 膊
U+818F: gāo  # 膏
U+8191: bìn  # 膑
U+8198: biāo  # 膘
U+8199: jiǎng  # 膙
U+819B: táng  # 膛
U+819C: mó  # 膜
U+819D: xī  # 膝
U+81A6: lìn  # 膦
U+81A8: péng  # 膨
U+81B3: shàn  # 膳
U+81BA: yīng  # 膺
U+81BB: shān  # 膻
U+81C0: tún  # 臀
U+81C2: bì  # 臂
U+81C3: yōng  # 臃
U+81C6: yì  # 臆
U+81CA: sāo  # 臊
U+81CC: gǔ  # 臌
U+81D1: nào  # 臑
U+81DC: zā  # 臜
U+81E3: chén  # 臣
U+81E7: zāng  # 臧
U+81EA: zì  # 自
U+81EC: niè  # 臬
U+81ED: chòu  # 臭
U+81F3: zhì  # 至
U+81F4: zhì  # 致
U+81FB: zhēn  # 臻
U+81FC: jiù  # 臼
U+81FE: yú  # 臾
U+8200: yǎo  # 舀
U+8201: yú  # 舁
U+8202: chōng  # 舂
U+8204: xì  # 舄
U+8205: jiù  # 舅
U+8206: yú  # 舆
U+820C: shé  # 舌
U+820D: shě  # 舍
U+8210: shì  # 舐
U+8212: shū  # 舒
U+8214: tiǎn  # 舔
U+821B: chuǎn  # 舛
U+821C: shùn  # 舜
U+821E: wǔ  # 舞
U+821F: zhōu  # 舟
U+8220: dāo  # 舠
U+8222: shān  # 舢
U+8223: yǐ  # 舣
U+8225: pā  # 舥
U+822A: háng  # 航
U+822B: fǎng  # 舫
U+822C: bān  # 般
U+822D: bǐ  # 舭
U+822F: zhōng  # 舯
U+8230: jiàn  # 舰
U+8231: cāng  # 舱
U+8232: líng  # 舲
U+8233: zhú  # 舳
U+8234: zé  # 舴
U+8235: duò  # 舵
U+8236: bó  # 舶
U+8237: xián  # 舷
U+8238: gě  # 舸
U+8239: chuán  # 船
U+823B: lú  # 舻
U+823E: xī  # 舾
U+8244: shāo  # 艄
U+8245: yú  # 艅
U+8247: tǐng  # 艇
U+8249: wěi  # 艉
U+824B: měng  # 艋
U+824E: huáng  # 艎
U+824F: shǒu  # 艏
U+8258: sōu  # 艘
U+825A: cáo  # 艚
U+825F: chōng  # 艟
U+8268: méng  # 艨
U+826E: gěn  # 艮 -> gèn
U+826F: liáng  # 良
U+8270: jiān  # 艰
U+8272: sè  # 色
U+8273: yàn  # 艳
U+8274: fú  # 艴
U+827A: yì  # 艺
U+827D: jiāo  # 艽
U+827E: ài  # 艾
U+827F: nǎi  # 艿
U+8282: jié  # 节
U+8283: péng  # 芃
U+8284: wán  # 芄
U+8288: mǐ  # 芈
U+828A: qiān  # 芊
U+828B: yù  # 芋
U+828D: sháo  # 芍
U+828E: qiōng  # 芎 -> xiōng
U+828F: dù  # 芏
U+8291: qǐ  # 芑
U+8292: máng  # 芒
U+8297: xiāng  # 芗
U+8298: pí  # 芘 -> bì
U+8299: fú  # 芙
U+829C: wú  # 芜
U+829D: zhī  # 芝
U+829F: shān  # 芟
U+82A0: wén  # 芠
U+82A1: qiàn  # 芡
U+82A3: fú  # 芣
U+82A4: kōu  # 芤
U+82A5: jiè  # 芥
U+82A6: lú  # 芦
U+82A8: jī  # 芨
U+82A9: qín  # 芩
U+82AA: qí  # 芪
U+82AB: yán  # 芫 -> yuán
U+82AC: fēn  # 芬
U+82AD: bā  # 芭
U+82AE: ruì  # 芮
U+82AF: xīn  # 芯
U+82B0: jì  # 芰
U+82B1: huā  # 花
U+82B3: fāng  # 芳
U+82B4: wù  # 芴
U+82B7: zhǐ  # 芷
U+82B8: yún  # 芸
U+82B9: qín  # 芹
U+82BC: mào  # 芼 -> máo
U+82BD: yá  # 芽
U+82BE: fèi  # 芾
U+82C1: cōng  # 苁
U+82C4: biàn  # 苄
U+82C7: wěi  # 苇
U+82C8: lì  # 苈
U+82C9: pǐ  # 苉
U+82CA: è  # 苊
U+82CB: xiàn  # 苋
U+82CC: cháng  # 苌
U+82CD: cāng  # 苍
U+82CE: zhù  # 苎
U+82CF: sū  # 苏
U+82D1: yuàn  # 苑
U+82D2: rǎn  # 苒
U+82D3: líng  # 苓
U+82D4: tái  # 苔
U+82D5: sháo  # 苕 -> tiáo
U+82D7: miáo  # 苗
U+82D8: qǐng  # 苘
U+82DB: kē  # 苛
U+82DC: mù  # 苜
U+82DE: bāo  # 苞
U+82DF: gǒu  # 苟
U+82E0: mín  # 苠
U+82E1: yǐ  # 苡
U+82E3: jù  # 苣
U+82E4: piě  # 苤
U+82E5: ruò  # 若
U+82E6: kǔ  # 苦
U+82E7: níng  # 苧 -> zhù
U+82EB: shān  # 苫
U+82EF: běn  # 苯
U+82F1: yīng  # 英
U+82F4: jū  # 苴
U+82F7: gān  # 苷
U+82F9: píng  # 苹
U+82FB: fú  # 苻
U+82FE: bì  # 苾
U+8300: fú  # 茀
U+8301: zhuó  # 茁
U+8302: mào  # 茂
U+8303: fàn  # 范
U+8304: jiā  # 茄 -> qié
U+8305: máo  # 茅
U+8306: máo  # 茆
U+8308: cí  # 茈 -> zǐ
U+8309: mò  # 茉
U+830B: zhǐ  # 茋
U+830C: chí  # 茌
U+830E: jīng  # 茎
U+830F: lóng  # 茏
U+8311: niǎo  # 茑
U+8313: xué  # 茓
U+8314: yíng  # 茔
U+8315: qióng  # 茕
U+8317: míng  # 茗
U+831A: yìn  # 茚
U+831B: gèn  # 茛
U+831C: qiàn  # 茜
U+831D: chǎi  # 茝
U+8327: jiǎn  # 茧
U+8328: cí  # 茨
U+832B: máng  # 茫
U+832C: chá  # 茬
U+832D: jiāo  # 茭
U+832F: fú  # 茯
U+8331: zhū  # 茱
U+8333: jiāng  # 茳
U+8334: huí  # 茴
U+8335: yīn  # 茵
U+8336: chá  # 茶
U+8338: rōng  # 茸 -> róng
U+8339: rú  # 茹
U+833A: chōng  # 茺
U+833C: tóng  # 茼
U+833D: zhòng  # 茽
U+8340: xún  # 荀
U+8341: huán  # 荁
U+8343: quán  # 荃
U+8344: gāi  # 荄
U+8346: jīng  # 荆
U+8347: xìng  # 荇
U+8349: cǎo  # 草
U+834F: rěn  # 荏
U+8350: jiàn  # 荐
U+8351: tí  # 荑 -> yí
U+8352: huāng  # 荒
U+8353: píng  # 荓
U+8354: lì  # 荔
U+8356: lǎo  # 荖
U+8359: dá  # 荙
U+835A: jiá  # 荚
U+835B: ráo  # 荛
U+835C: bì  # 荜
U+835E: qiáo  # 荞
U+835F: huì  # 荟
U+8360: jì  # 荠
U+8361: dàng  # 荡
U+8363: róng  # 荣
U+8364: hūn  # 荤
U+8365: xíng  # 荥
U+8366: luò  # 荦
U+8367: yíng  # 荧
U+8368: xún  # 荨 -> qián
U+8369: jìn  # 荩
U+836A: sūn  # 荪
U+836B: yīn  # 荫
U+836C: mǎi  # 荬
U+836D: hóng  # 荭
U+836E: zhòu  # 荮
U+836F: yào  # 药
U+8377: hé  # 荷
U+8378: bí  # 荸
U+837B: dí  # 荻
U+837C: tú  # 荼
U+837D: suī  # 荽
U+8385: lì  # 莅
U+8386: pú  # 莆
U+8389: lì  # 莉
U+838E: shā  # 莎 -> suō
U+8392: jǔ  # 莒
U+8393: méi  # 莓
U+8398: shēn  # 莘
U+8399: jūn  # 莙
U+839B: tíng  # 莛
U+839C: yóu  # 莜
U+839D: cuò  # 莝
U+839E: guǎn  # 莞 -> guān
U+83A0: yǒu  # 莠
U+83A8: làng  # 莨
U+83A9: fú  # 莩
U+83AA: é  # 莪
U+83AB: mò  # 莫
U+83B0: kǎn  # 莰
U+83B1: lái  # 莱
